7.832308858633041382e-02,6.334904581308364868e-02,1.388048082590103149e-01,1.000000000000000000e+00,1.206404343247413635e-01,3.854993730783462524e-02,1.765142828226089478e-01,4.605356156826019287e-01,3.707918524742126465e-01,7.641488313674926758e-02,2.628012374043464661e-02,1.346591114997863770e-02,9.496854990720748901e-02,3.687487216666340828e-03,1.853901147842407227e-02
1.000000000000000000e+00,3.289948999881744385e-01,1.590352803468704224e-01,7.873890548944473267e-02,3.914203494787216187e-02,4.529038071632385254e-01,8.777298033237457275e-03,1.689605861902236938e-01,3.250354900956153870e-02,2.682999968528747559e-01,1.897121220827102661e-01,1.259345188736915588e-02,1.684782654047012329e-01,3.040756583213806152e-01,9.079525619745254517e-02
1.000000000000000000e+00,2.965931408107280731e-02,3.147004544734954834e-02,7.446870803833007812e-01,2.240337580442428589e-01,3.717038929462432861e-01,4.636569023132324219e-01,3.904236555099487305e-01,3.253865242004394531e-01,1.167685166001319885e-01,1.552932113409042358e-01,3.199075907468795776e-02,5.499854087829589844e-01,1.449227929115295410e-01,7.627695798873901367e-02
1.000000000000000000e+00,2.127130627632141113e-01,1.773494333028793335e-01,9.530133605003356934e-01,7.008284330368041992e-01,6.981769204139709473e-01,7.756320834159851074e-01,3.430958390235900879e-01,3.778427839279174805e-01,1.976230591535568237e-01,7.197048664093017578e-01,3.362045437097549438e-02,7.345045804977416992e-01,3.969666361808776855e-01,2.197404950857162476e-01
4.406318366527557373e-01,1.508636325597763062e-01,8.103791624307632446e-02,1.000000000000000000e+00,5.967851877212524414e-01,2.995300292968750000e-01,4.062250852584838867e-01,8.590878248214721680e-01,8.923533558845520020e-01,8.391149342060089111e-03,3.079683780670166016e-01,4.140132106840610504e-03,6.385349631309509277e-01,6.093351170420646667e-02,1.172283142805099487e-01
1.061657965183258057e-01,1.787786632776260376e-01,3.310725688934326172e-01,1.000000000000000000e+00,3.869462609291076660e-01,2.329967021942138672e-01,1.486584693193435669e-01,1.575679332017898560e-01,1.340860575437545776e-01,1.522538065910339355e-01,3.233947455883026123e-01,1.190661340951919556e-01,2.214202731847763062e-01,7.191455364227294922e-01,1.688241213560104370e-01
4.290786013007164001e-02,5.947201251983642578e-01,7.507380563765764236e-03,4.472439587116241455e-01,3.425038158893585205e-01,2.185977846384048462e-01,2.314390391111373901e-01,3.913818001747131348e-01,4.103673398494720459e-01,1.000000000000000000e+00,1.148450076580047607e-01,8.197937905788421631e-02,2.353553622961044312e-01,7.396905869245529175e-02,2.562243118882179260e-02
3.834890574216842651e-02,3.757039904594421387e-01,1.507568918168544769e-02,6.016024947166442871e-01,8.517900705337524414e-01,4.200074374675750732e-01,3.394497036933898926e-01,9.514389634132385254e-01,9.474885463714599609e-01,1.087639033794403076e-01,1.670906543731689453e-01,3.814090741798281670e-03,1.000000000000000000e+00,3.793849050998687744e-01,1.345480233430862427e-01
8.816698193550109863e-02,3.652989268302917480e-01,1.677336394786834717e-01,4.304547607898712158e-01,4.269940257072448730e-01,4.971244335174560547e-01,5.024923682212829590e-01,2.283009700477123260e-02,2.058883309364318848e-01,5.937640070915222168e-01,2.158628255128860474e-01,1.158884242177009583e-01,1.000000000000000000e+00,1.217111274600028992e-01,1.587391942739486694e-01
8.796627074480056763e-02,1.535769850015640259e-01,1.564248204231262207e-01,4.074717462062835693e-01,5.089269280433654785e-01,7.913805544376373291e-02,3.504271805286407471e-02,1.380892992019653320e-01,1.095369011163711548e-01,2.539338469505310059e-01,5.845826268196105957e-01,9.786659479141235352e-02,1.000000000000000000e+00,4.851730912923812866e-02,7.686884701251983643e-02
8.397186547517776489e-02,2.628164291381835938e-01,3.601716160774230957e-01,4.977130591869354248e-01,6.541501730680465698e-02,2.692097723484039307e-01,8.755686283111572266e-01,5.084092617034912109e-01,4.683388471603393555e-01,7.940554060041904449e-03,4.131475389003753662e-01,5.146845802664756775e-02,1.000000000000000000e+00,1.439874917268753052e-01,3.439123630523681641e-01
4.695237055420875549e-02,6.204975247383117676e-01,1.935532838106155396e-01,1.140622720122337341e-01,1.079037114977836609e-01,2.486052177846431732e-02,1.703331321477890015e-01,2.102738916873931885e-01,1.551427245140075684e-01,6.506396085023880005e-02,4.761157929897308350e-01,2.444965578615665436e-02,1.000000000000000000e+00,1.876018643379211426e-01,1.243644580245018005e-01
1.335035413503646851e-01,8.375214934349060059e-01,3.645876944065093994e-01,3.673268258571624756e-01,1.000000000000000000e+00,2.861354947090148926e-01,9.662986546754837036e-02,6.438925862312316895e-02,3.139906823635101318e-01,2.162355333566665649e-01,7.319112122058868408e-02,8.435609191656112671e-02,5.268435478210449219e-01,2.936504781246185303e-01,1.322758495807647705e-01
2.243382930755615234e-01,1.000000000000000000e+00,7.179772108793258667e-02,3.512011170387268066e-01,4.516233801841735840e-01,6.212517619132995605e-02,9.977467358112335205e-02,4.508929252624511719e-01,6.216642260551452637e-01,8.531984686851501465e-01,4.319953173398971558e-02,5.882898718118667603e-02,2.802890241146087646e-01,3.603572770953178406e-02,7.851078361272811890e-02
1.592130213975906372e-01,7.865389585494995117e-01,9.087054058909416199e-03,5.021438747644424438e-02,1.493918895721435547e-01,6.080007925629615784e-02,1.394773460924625397e-02,5.663836598396301270e-01,1.000000000000000000e+00,1.374573707580566406e-01,1.550500094890594482e-01,6.576463580131530762e-02,4.579918980598449707e-01,4.509358853101730347e-02,4.159254208207130432e-02
1.316934973001480103e-01,4.415490627288818359e-01,6.230063736438751221e-02,2.023790180683135986e-01,5.606419444084167480e-01,3.858470618724822998e-01,1.394762098789215088e-01,1.000000000000000000e+00,7.954598218202590942e-02,3.105144388973712921e-02,4.261716008186340332e-01,5.067934282124042511e-03,4.572513699531555176e-01,1.876474171876907349e-01,6.236639246344566345e-02
6.551240384578704834e-02,5.040575265884399414e-01,2.402210229774937034e-04,1.756047010421752930e-01,2.716528773307800293e-01,7.174525409936904907e-02,3.564746305346488953e-02,7.392942160367965698e-02,1.000000000000000000e+00,2.877538800239562988e-01,1.331686973571777344e-01,3.506243228912353516e-02,3.209935426712036133e-01,2.400035411119461060e-02,1.100647076964378357e-01
1.809510141611099243e-01,2.876897156238555908e-01,2.093110978603363037e-02,6.487616300582885742e-01,1.000000000000000000e+00,6.433122754096984863e-01,2.268418073654174805e-01,9.462546706199645996e-01,7.888850569725036621e-02,1.235285773873329163e-01,6.846236586570739746e-01,1.834800243377685547e-01,5.834283828735351562e-01,2.080187648534774780e-01,2.713202238082885742e-01
1.650521904230117798e-01,6.853024363517761230e-01,5.491935610771179199e-01,3.952647447586059570e-01,1.437386721372604370e-01,6.354479789733886719e-01,9.068072587251663208e-02,8.123052716255187988e-01,8.065717220306396484e-01,1.000000000000000000e+00,4.061464965343475342e-02,7.944994419813156128e-02,8.651714920997619629e-01,2.866376638412475586e-01,4.170832782983779907e-02
1.619566977024078369e-01,5.891659259796142578e-01,3.438549935817718506e-01,3.391620814800262451e-01,9.601125717163085938e-01,4.341777265071868896e-01,2.608914971351623535e-01,1.000000000000000000e+00,5.197564959526062012e-01,2.213560491800308228e-01,2.752397358417510986e-01,3.950052335858345032e-02,2.087472528219223022e-01,4.063959717750549316e-01,1.257879287004470825e-01
4.150373861193656921e-02,4.319223165512084961e-01,2.700730860233306885e-01,3.474963009357452393e-01,5.968459248542785645e-01,2.338196039199829102e-01,7.999555021524429321e-02,4.344862103462219238e-01,1.000000000000000000e+00,3.647238388657569885e-02,1.471269875764846802e-01,6.548521574586629868e-03,2.467579580843448639e-02,4.532933235168457031e-02,6.930121034383773804e-02
2.664573788642883301e-01,8.038572967052459717e-02,4.403255581855773926e-01,1.502038910984992981e-02,1.081425175070762634e-01,4.339251294732093811e-02,2.714376896619796753e-02,6.784273386001586914e-01,1.000000000000000000e+00,1.435967534780502319e-01,1.690972745418548584e-01,1.405778061598539352e-02,5.367541909217834473e-01,4.136495664715766907e-02,1.609532684087753296e-01
2.091753482818603516e-01,7.561062276363372803e-02,6.779304742813110352e-01,2.659725546836853027e-01,1.000000000000000000e+00,3.353348076343536377e-01,5.624670907855033875e-02,1.320991516113281250e-01,3.141200244426727295e-01,3.523729443550109863e-01,1.703637391328811646e-01,3.452847152948379517e-02,2.486634105443954468e-01,2.346225529909133911e-01,4.076200351119041443e-02
7.376099005341529846e-03,2.878179252147674561e-01,8.227603435516357422e-01,3.081862032413482666e-01,7.447632551193237305e-01,4.813995361328125000e-01,5.970426797866821289e-01,5.875683203339576721e-02,1.000000000000000000e+00,2.547696232795715332e-01,4.333971440792083740e-01,4.193921983242034912e-01,2.135891616344451904e-01,2.770495116710662842e-01,6.891690194606781006e-02
1.557431765832006931e-03,3.556386232376098633e-01,2.079443186521530151e-01,1.185569465160369873e-01,2.955475151538848877e-01,1.957836151123046875e-01,1.416736692190170288e-01,8.322467803955078125e-01,1.000000000000000000e+00,1.152115836739540100e-01,3.875380381941795349e-02,3.827863559126853943e-02,2.450108379125595093e-01,8.096022903919219971e-02,7.077639549970626831e-02
4.328511282801628113e-02,2.448504716157913208e-01,6.972357630729675293e-02,4.161154106259346008e-02,1.199107170104980469e-01,8.366348594427108765e-02,6.062376871705055237e-02,9.115585684776306152e-01,1.000000000000000000e+00,1.766621321439743042e-01,1.612547338008880615e-01,1.274391859769821167e-01,1.894451826810836792e-01,1.344396267086267471e-02,9.499967098236083984e-03
3.899449110031127930e-01,6.834599375724792480e-01,2.092832028865814209e-01,4.056390821933746338e-01,8.296617306768894196e-03,3.174126520752906799e-02,8.670061826705932617e-02,1.000000000000000000e+00,5.875670313835144043e-01,1.500621140003204346e-01,7.557169795036315918e-01,4.433888196945190430e-02,2.303429841995239258e-01,2.495673447847366333e-01,7.032036781311035156e-02
5.038306862115859985e-02,4.746559858322143555e-01,1.000000000000000000e+00,3.774866461753845215e-01,2.783154249191284180e-01,2.336364835500717163e-01,6.911739706993103027e-02,5.455933809280395508e-01,8.499457836151123047e-01,4.703039303421974182e-02,5.287427306175231934e-01,1.283082515001296997e-01,2.807811200618743896e-01,1.293205022811889648e-01,2.686910331249237061e-02
2.065638601779937744e-01,4.523212611675262451e-01,1.895168721675872803e-01,1.000000000000000000e+00,9.474582672119140625e-01,2.091556787490844727e-01,2.054704129695892334e-01,9.630205035209655762e-01,3.642925322055816650e-01,7.588895559310913086e-01,4.863884672522544861e-02,9.624403715133666992e-02,7.158495783805847168e-01,3.056724369525909424e-01,9.148744866251945496e-03
1.887752711772918701e-01,1.331979483366012573e-01,1.017593145370483398e-01,1.639723777770996094e-01,2.686856389045715332e-01,3.316678339615464211e-03,1.351316422224044800e-01,6.757174730300903320e-01,1.000000000000000000e+00,4.946778528392314911e-03,1.644788384437561035e-01,4.913134966045618057e-03,1.046474426984786987e-01,1.365069448947906494e-01,5.040624737739562988e-02
